,SupCon
1100,1.7600364685058594
1101,1.7168898582458496
1102,1.7208889722824097
1103,1.7294706106185913
1104,1.765756368637085
1105,1.7350471019744873
1106,1.7760095596313477
1107,1.7278283834457397
1108,1.7565431594848633
1109,1.7975661754608154
1110,1.7229150533676147
1111,1.75241219997406
1112,1.7769492864608765
1113,1.7439184188842773
1114,1.7817505598068237
1115,1.7517204284667969
1116,1.7437238693237305
1117,1.7716048955917358
1118,1.7348089218139648
1119,1.7613627910614014
1120,1.7713775634765625
1121,1.7958226203918457
1122,1.7276849746704102
1123,1.7196130752563477
1124,1.7741203308105469
1125,1.7740758657455444
1126,1.7740190029144287
1127,1.8089447021484375
1128,1.7197825908660889
1129,1.7308766841888428
1130,1.7300865650177002
1131,1.795494556427002
1132,1.7050080299377441
1133,1.7421979904174805
1134,1.7399753332138062
1135,1.8158884048461914
1136,1.7775702476501465
1137,1.7646238803863525
1138,1.7407792806625366
1139,1.7644596099853516
1140,1.7298574447631836
1141,1.7378127574920654
1142,1.7685918807983398
1143,1.7501929998397827
1144,1.7584679126739502
1145,1.7106964588165283
1146,1.7276414632797241
1147,1.775639533996582
1148,1.689192533493042
1149,1.7311017513275146
1150,1.7199190855026245
1151,1.7558139562606812
1152,1.7607825994491577
1153,1.7364858388900757
1154,1.7761526107788086
1155,1.7660408020019531
1156,1.7295069694519043
1157,1.7104177474975586
1158,1.7218635082244873
1159,1.7274162769317627
1160,1.7789459228515625
1161,1.7564057111740112
1162,1.7164592742919922
1163,1.7480955123901367
1164,1.7287635803222656
1165,1.7243775129318237
1166,1.7989044189453125
1167,1.7065623998641968
1168,1.7762925624847412
1169,1.8020102977752686
1170,1.7696266174316406
1171,1.73856520652771
1172,1.7588227987289429
1173,1.7096710205078125
1174,1.719316840171814
1175,1.775010585784912
1176,1.7928228378295898
1177,1.757673978805542
1178,1.748000979423523
1179,1.768794298171997
1180,1.701727271080017
1181,1.7619041204452515
1182,1.7937464714050293
1183,1.8004069328308105
1184,1.7695701122283936
1185,1.7793549299240112
1186,1.7527927160263062
1187,1.7577528953552246
1188,1.7202003002166748
1189,1.7073867321014404
1190,1.7419683933258057
1191,1.747253656387329
1192,1.7278978824615479
1193,1.7533897161483765
1194,1.74802565574646
1195,1.7296817302703857
1196,1.7885634899139404
1197,1.7655681371688843
1198,1.7847179174423218
1199,1.8049777746200562
1200,1.800010085105896
1201,1.721867322921753
1202,1.7642848491668701
1203,1.7949416637420654
1204,1.7740952968597412
1205,1.713430404663086
1206,1.7110141515731812
1207,1.7072490453720093
1208,1.7185115814208984
1209,1.719218134880066
1210,1.7163127660751343
1211,1.7952145338058472
1212,1.7475945949554443
1213,1.7377389669418335
1214,1.7686424255371094
1215,1.753132700920105
1216,1.7505767345428467
1217,1.731860876083374
1218,1.7109287977218628
1219,1.8605632781982422
1220,1.7027667760849
1221,1.7546577453613281
1222,1.723789095878601
1223,1.7214678525924683
1224,1.8111729621887207
1225,1.7594702243804932
1226,1.7180883884429932
1227,1.7669894695281982
1228,1.7150477170944214
1229,1.7732294797897339
1230,1.7535293102264404
1231,1.740116834640503
1232,1.7008490562438965
1233,1.7280080318450928
1234,1.752218246459961
1235,1.7239208221435547
1236,1.7281889915466309
1237,1.7577145099639893
1238,1.7031185626983643
1239,1.7328351736068726
1240,1.838780403137207
1241,1.768762469291687
1242,1.7186959981918335
1243,1.7466844320297241
1244,1.7165610790252686
1245,1.7310514450073242
1246,1.7205175161361694
1247,1.7534888982772827
1248,1.7581628561019897
1249,1.7655248641967773
1250,1.762969970703125
1251,1.7331080436706543
1252,1.749180793762207
1253,1.733900547027588
1254,1.7200217247009277
1255,1.7263368368148804
1256,1.8029756546020508
1257,1.756369948387146
1258,1.7629331350326538
1259,1.7428630590438843
1260,1.7495980262756348
1261,1.703354835510254
1262,1.7503913640975952
1263,1.7499202489852905
1264,1.7711286544799805
1265,1.6980295181274414
1266,1.7638353109359741
1267,1.7350406646728516
1268,1.7474842071533203
1269,1.790313482284546
1270,1.7163183689117432
1271,1.7730672359466553
