,x,y
25974,0.18362717,8.221253
463,-5.8625064,3.8400767
2315,-5.8291297,3.8153024
2316,-5.8194656,3.8145943
2317,-5.8316193,3.8127563
2318,-5.835261,3.819221
2319,-5.8778806,3.8670382
9858,-5.538349,9.722023
49290,-5.4885554,9.768452
49291,-5.497039,9.756048
49292,-5.485404,9.771115
49293,-5.489546,9.762953
49294,-5.5040946,9.756111
4902,17.691357,-1.831066
24510,17.678207,-1.8441017
24511,17.677885,-1.8459514
24512,17.691349,-1.8301756
24513,17.677567,-1.8452766
24514,17.69443,-1.8295026
7006,18.604591,-0.027637146
35030,18.586239,-0.03592229
35031,18.565409,-0.033116046
35032,18.595741,-0.025292352
35033,18.588112,-0.036690444
35034,18.588,-0.03504483
5663,-9.316107,8.268422
28315,-9.314435,8.268686
28316,-9.323073,8.27532
28317,-9.323423,8.277931
28318,-9.305141,8.263561
28319,-9.30128,8.254949
4079,8.0397,-6.1742463
20395,8.040381,-6.1710005
20396,8.040037,-6.175354
20397,8.036922,-6.1758823
20398,8.034853,-6.1732316
20399,8.04136,-6.1729326
4290,6.95494,1.747206
21450,6.967325,1.740216
21451,6.9544754,1.7463157
21452,6.9640865,1.7392917
21453,6.9647784,1.7391798
21454,6.9638534,1.7431439
430,7.0417676,9.165673
2150,7.0455647,9.163142
